PPIN,ISR,OOS,INACTIVE
A0903046,1,.,.
A0903048,1,.,.
A0903050,1,.,.
A0903051,1,.,.
A0903056,2,.,.
A0903057,2,.,.
A0903062,1,.,.
A0903063,1,.,.
A0903067,1,.,.
A0903070,1,.,.
A0903073,3,5,1
A0903074,3,5,.
A0903078,2,.,.
A0903087,2,.,.
A0903088,1,.,.
A0903089,1,.,.
A0903093,1,.,.
A0903104,1,.,.
A0903107,1,.,.
A0903110,1,.,.
A0903113,2,.,.
A0903119,2,.,.
A0903120,1,.,.
A0903124,1,.,.
A0903126,1,.,.
A0903127,2,.,.
A0903128,1,.,.
A0903131,2,.,.
A0903137,1,.,.
A0903142,1,.,.
A0903143,1,.,.
A0903144,1,.,.
A0903145,1,.,.
A0903146,1,.,.
A0903148,1,.,.
A0903151,1,.,.
A0903152,1,.,.
A0903157,1,.,.
A0903158,1,.,.
A0903160,2,.,.
A0903164,2,.,.
A0903169,3,5,1
A0903171,3,5,1
A0903172,1,.,.
A0903173,1,.,.
A0903184,2,.,.
A0903185,1,.,.
A0903186,3,3,.
A0903188,1,.,.
A0903194,3,2,.
A0903195,3,2,.
A0903197,3,5,1
A0903199,1,.,.
A0903201,2,.,.
A0903202,3,5,1
A0903203,3,5,1
A0903204,1,.,.
A0903205,1,.,.
A0903209,2,.,.
A0903212,1,.,.
A0903218,3,5,1
A0903226,2,.,.
A0903233,1,.,.
A0903235,3,5,1
A0903239,3,5,.
A0903240,3,7,.
A0903244,3,5,1
A0903245,3,5,1
A0903253,1,.,.
A0903254,1,.,.
A0903263,3,5,.
A0903267,3,8,.
A0903278,2,.,.
A0903284,3,5,1
A0903285,1,.,.
A0903287,1,.,.
A0903300,3,6,1
A0903301,2,.,.
A0903303,3,5,1
A0903306,1,.,.
A0903307,1,.,.
A0903310,3,5,1
A0903313,3,5,1
A0903314,3,5,.
A0903321,3,6,.
A0903322,3,3,1
A0903326,3,5,.
A0903328,3,5,.
A0903329,3,5,1
A0903332,3,5,.
A0903335,3,5,1
A0903343,1,.,.
A0903344,1,.,.
A0903349,3,5,1
A0903350,1,.,.
A0903357,1,.,.
A0903358,1,.,.
A0903359,1,.,.
A0903363,3,5,1
A0903366,1,.,.
A0903374,1,.,.
A0903380,3,3,1
A0903381,3,2,1
A0903384,3,3,1
A0903388,2,.,.
A0903390,2,.,.
A0903400,3,2,1
A0903402,2,.,.
A0903403,1,.,.
A0903409,1,.,.
A0903413,1,.,.
A0903417,1,.,.
A0903424,3,5,1
A0903425,1,.,.
A0903428,1,.,.
A0903432,1,.,.
A0903437,1,.,.
A0903440,1,.,.
A0903445,1,.,.
A0903455,1,.,.
A0903456,2,.,.
A0903457,1,.,.
A0903465,3,7,1
A0903467,2,.,.
A0903475,2,.,.
A0903476,2,.,.
A0903480,1,.,.
A0903482,2,.,.
A0903489,1,.,.
A0903490,3,5,1
A0903491,1,.,.
A0903492,2,.,.
A0903493,2,.,.
A0903494,1,.,.
A0903501,1,.,.
A0903502,1,.,.
A0903511,1,.,.
A0903512,1,.,.
A0903515,1,.,.
A0903517,3,5,1
A0903523,3,5,1
A0903525,1,.,.
A0903527,1,.,.
A0903528,3,5,1
A0903529,2,.,.
A0903531,1,.,.
A0903534,1,.,.
A0903536,3,5,1
A0903537,1,.,.
A0903540,2,.,.
A0903541,1,.,.
A0903542,2,.,.
A0903543,2,.,.
A0903546,3,5,1
A0903552,3,5,1
A0903553,3,5,1
A0903554,3,5,1
A0903556,3,5,1
A0903562,3,5,.
A0903564,1,.,.
A0903567,3,5,.
A0903569,3,5,1
A0903570,3,5,.
A0903572,2,.,.
A0903573,3,5,1
A0903574,3,5,1
A0903575,3,5,.
A0903577,3,5,.
A0903578,3,5,1
A0903579,3,5,1
A0903580,1,.,.
A0903581,3,5,.
A0903582,3,5,.
A0903584,3,5,1
A0903585,3,5,.
A0903586,1,.,.
A0903587,1,.,.
A0903588,3,5,1
A0903590,3,5,1
A0903591,3,5,1
A0903592,3,5,1
A0903593,1,.,.
A0903594,2,.,.
A0903595,3,5,.
A0903597,2,.,.
A0903602,3,5,1
A0903603,2,.,.
A0903604,1,.,.
A0903608,1,.,.
A0903609,3,5,1
A0903610,3,5,1
A0903611,1,.,.
A0903615,1,.,.
A0903617,3,5,1
A0903622,1,.,.
A0903631,1,.,.
A0903632,1,.,.
A0903633,1,.,.
A0903636,1,.,.
A0903637,2,.,.
A0903638,3,2,1
A0903640,3,2,.
A0903647,2,.,.
A0903650,3,8,1
A0903651,1,.,.
A0903658,1,.,.
A0903661,1,.,.
A0903662,3,10,1
A0903663,1,.,.
A0903665,3,2,.
A0903671,1,.,.
A0903673,1,.,.
A0903674,2,.,.
A0903675,1,.,.
A0903677,3,5,.
A0903678,3,5,1
A0903679,3,2,.
A0903680,3,2,.
A0903682,1,.,.
A0903683,1,.,.
A0903689,3,7,.
A0903690,1,.,.
A0903693,2,.,.
A0903694,1,.,.
A0903695,3,5,.
A0903697,3,7,1
A0903699,1,.,.
A0903701,2,.,.
A0903709,3,8,1
A0903711,3,5,1
A0903712,1,.,.
A0903713,1,.,.
A0903716,1,.,.
A0903717,1,.,.
A0903718,1,.,.
A0903722,1,.,.
A0903730,1,.,.
A0903733,1,.,.
A0903734,2,.,.
A0903737,1,.,.
A0903739,2,.,.
A0903744,3,5,1
A0903747,3,5,1
A0903748,3,5,1
A0903751,3,2,1
A0903755,1,.,.
A0903756,3,2,.
A0903757,3,5,1
A0903758,3,2,.
A0903760,3,2,.
A0903764,3,8,1
A0903766,1,.,.
A0903767,1,.,.
A0903768,1,.,.
A0903769,1,.,.
A0903775,1,.,.
A0903776,1,.,.
A0903778,1,.,.
A0903787,2,.,.
A0903792,3,2,1
A0903793,1,.,.
A0903801,2,.,.
A0903804,1,.,.
A0903806,1,.,.
A0903810,1,.,.
A0903812,2,.,.
A0903813,3,2,.
A0903815,3,2,.
A0903817,3,2,.
A0903818,3,2,1
A0903820,1,.,.
A0903821,3,2,1
A0903823,1,.,.
A0903824,3,5,1
A0903828,3,5,.
A0903837,1,.,.
A0903852,3,5,1
A0903854,2,.,.
A0903855,3,3,1
A0903858,2,.,.
A0903862,1,.,.
A0903865,1,.,.
A0903866,2,.,.
A0903867,1,.,.
A0903869,2,.,.
A0903870,1,.,.
A0903874,3,5,1
A0903876,3,5,1
A0903877,1,.,.
A0903881,1,.,.
A0903882,1,.,.
A0903887,1,.,.
A0903888,3,5,1
A0970007,3,5,1
A0970009,3,5,.
A0970011,3,2,.
A0970013,3,5,.
A0970014,3,5,.
A0970016,3,5,1
A0970017,3,5,1
A0970018,1,.,.
A0970019,3,5,1
A0970021,3,5,1
A0970025,3,5,1
A0970029,3,5,1
A0970031,3,5,1
A0970034,3,5,1
A0970035,3,5,1
A0970036,1,.,.
A0970038,2,.,.
A0970039,2,.,.
A0970044,3,5,.
A0970054,3,5,.
A0970056,3,5,1
A0970058,3,5,1
A0970059,3,3,1
A0970060,1,.,.
A0970063,3,5,.
A0970069,3,5,1
A0970075,3,5,1
A0970076,3,5,1
A0970078,3,5,1
A0970080,3,5,1
A0970081,3,5,1
A0970084,3,5,1
A0970086,3,5,1
A0970087,3,5,.
A0970093,3,5,1
A0970096,2,.,.
A0970097,3,5,1
A0970099,3,5,1
A0970100,3,5,1
A0970108,3,5,1
A0970119,3,5,.
A0970123,3,5,1
A0970128,3,5,1
A0970134,3,5,1
A0970135,3,5,1
A0970143,3,5,1
A0970144,1,.,.
A0970147,3,5,1
A0970154,3,5,1
A0970160,3,5,1
A0970174,3,5,1
A0970176,3,5,1
A0970185,3,5,.
A0970200,1,.,.
A0970204,3,5,1
A0970206,3,5,1
A0970209,3,5,1
A0970212,3,5,1
A0970213,3,5,1
A0970216,2,.,.
A0970217,3,5,1
A0970219,3,5,1
A0970224,3,5,1
A0970226,3,5,1
A0970229,3,5,1
A0970231,3,2,1
A0970232,3,5,1
A0970238,3,5,1
A0970241,3,5,1
A0970242,3,5,1
A0970243,3,5,1
A0970246,2,.,.
A0970248,3,5,1
A0970257,3,5,1
A0970260,3,5,1
A0970261,3,5,1
A0970264,3,5,1
A0970266,3,5,1
A0970269,1,.,.
A0970272,3,5,1
A0970274,3,5,1
A0970288,3,5,1
A0970289,2,.,.
A0970292,3,5,.
A0970296,1,.,.
A0970298,1,.,.
A0970305,3,5,1
A0970309,1,.,.
A0970317,3,5,1
A0970327,3,5,1
A0970330,3,5,1
A0970331,3,5,1
A0970336,3,5,1
A0970337,3,5,1
A0970338,3,5,1
A0970341,1,.,.
A0970343,3,5,1
A0970345,3,3,1
A0970356,1,.,.
A0970362,3,5,1
A0970378,3,5,1
A0970379,2,.,.
A0970388,3,5,1
A0970389,3,5,1
A0970397,1,.,.
A0970398,3,5,.
A0970401,3,5,1
A0970402,3,5,1
A0970403,3,5,1
A0970404,3,5,1
A0970409,3,5,1
A0970414,3,5,1
A0970419,3,5,1
A0970429,3,5,1
A0970430,3,5,1
A0970443,3,5,1
A0970444,3,5,1
A0970446,3,5,1
A0970448,3,5,1
A0970452,3,5,1
A0970453,1,.,.
A0970455,3,5,1
A0970458,3,5,1
A0970460,3,5,1
A0970469,3,5,.
A0970476,3,5,.
A0970477,3,5,1
A0970483,3,5,1
A0970486,3,5,1
A0970489,1,.,.
A0970503,3,5,1
A0970509,3,5,1
A0970512,3,5,1
A0970515,1,.,.
A0970516,1,.,.
A0970520,3,5,1
A0970523,3,2,1
A0970525,3,5,.
A0970529,3,5,1
A0970533,3,5,.
A0970535,3,5,1
A0970540,3,5,1
A0970543,3,5,1
A0970544,3,5,1
A0970549,3,5,1
A0970554,3,5,1
A0970556,3,5,1
A0970560,3,5,1
A0970565,3,5,1
A0970566,3,5,1
A0970573,3,5,1
A0970575,3,5,1
A0970577,3,5,1
A0970579,3,5,1
A0970580,3,5,1
A0970584,3,5,1
A0970587,3,5,1
A0970594,3,5,1
A0970598,3,5,1
A0970606,3,5,1
A0970608,3,5,1
A0970609,3,5,1
A0970614,3,5,1
A0970618,3,5,1
A0970629,3,5,1
A0970632,3,5,1
A0970636,3,5,1
A0970637,1,.,.
A0970640,3,5,1
A0970642,3,5,1
A0970643,3,5,1
A0970649,3,5,1
A0970656,3,8,1
A0970662,1,.,.
A0970664,3,5,1
A0970667,3,5,1
A0970669,3,5,1
A0970670,3,5,1
A0970672,3,5,1
A0970694,3,7,1
A0970695,3,5,1
A0970697,1,.,.
A0970698,1,.,.
A0970701,3,5,1
A0970703,1,.,.
A0970708,3,5,1
A0970710,2,.,.
A0970714,3,5,.
A0970720,3,5,1
A0970721,3,3,1
A0970725,3,5,1
A0970727,3,5,.
A0970733,3,5,1
A0970738,3,7,1
A0970740,3,5,1
A0970741,3,5,1
A0970743,3,5,1
A0970745,3,5,1
A0970748,3,5,1
A0970750,3,5,1
A0970755,3,5,.
A0970756,3,5,1
A0970757,3,5,1
A0970758,3,5,1
A0970760,3,5,1
A0970761,2,.,.
A0970765,3,5,1
A0970768,3,5,1
A0970769,3,5,1
A0970772,3,5,1
A0970773,3,5,1
A0970774,3,5,1
A0970782,3,2,1
A0970784,3,5,.
A0970785,2,.,.
A0970787,3,5,.
A0970788,3,5,1
A0970792,3,5,1
A0970793,3,2,.
A0970795,3,5,1
A0970798,3,5,1
A0970799,3,5,1
A0970801,1,.,.
A0970811,1,.,.
A0970812,3,5,1
A0970813,1,.,.
A0970816,3,2,.
A0970819,3,5,1
A0970820,1,.,.
A0970826,3,5,1
A0970828,3,5,1
A0970830,3,5,1
A0970833,3,7,.
A0970834,3,5,1
A0970835,3,3,.
A0970841,3,5,1
A0970843,3,5,1
A0970849,3,5,1
A0970850,3,5,1
A0970853,3,5,1
A0970858,3,5,1
A0970860,3,5,1
A0970869,3,5,1
A0970870,1,.,.
A0970871,3,5,1
A0970872,3,5,1
A0970873,3,5,1
A0970876,3,3,1
A0970881,3,5,1
A0970884,3,5,1
A0970885,3,5,1
A0970887,3,5,1
A0970888,3,5,1
A0970889,3,5,1
A0970890,3,5,1
A0970895,3,5,1
A0970903,3,5,1
A0970907,3,5,1
A0970909,3,5,1
A0970918,3,5,1
A0970919,3,5,1
A0970927,3,5,1
A0970928,3,5,1
A0970929,3,5,1
A0970934,3,5,1
A0970938,3,5,1
A0970945,3,3,1
A0970946,3,5,.
A0970951,3,5,1
A0970956,1,.,.
A0970957,3,3,1
A0970963,3,5,.
A0970966,3,5,.
A0970968,3,5,1
A0970969,3,5,.
A0970970,3,5,1
A0970971,3,5,1
A0970977,3,5,1
A0970978,1,.,.
A0970979,1,.,.
A0970980,3,5,.
A0970982,1,.,.
A0970984,3,5,1
A0970985,3,5,1
A0970988,3,5,1
A0970995,3,5,1
A0970996,3,5,.
A0970999,3,5,1
A0971003,3,5,1
A0971007,1,.,.
A0971009,3,5,1
A0971010,3,5,1
A0971013,3,5,.
A0971017,3,5,1
A0971018,1,.,.
A0971021,3,5,1
A0971022,3,5,.
A0971024,3,5,1
A0971028,3,5,1
A0971029,3,5,1
A0971034,3,5,.
A0971037,3,5,.
A0971040,3,5,.
A0971042,3,5,.
A0971045,3,3,1
A0971049,3,5,1
A0971051,3,5,1
A0971056,3,5,1
A0971057,3,5,.
A0971062,3,5,1
A0971065,3,5,1
A0971067,3,5,1
A0971076,3,5,1
A0971077,3,3,1
A0971079,3,5,.
A0971080,3,5,.
A0971082,3,5,.
A0971083,3,5,.
A0971084,3,5,1
A0971085,3,5,.
A0971086,1,.,.
A0971087,3,5,1
A0971090,3,7,.
A0971091,3,6,1
A0971093,3,5,1
A0971095,3,6,1
A0971099,3,5,1
A0971101,3,3,1
A0971103,3,5,1
A0971105,3,5,1
A0971106,3,5,1
A0971107,3,5,1
A0971108,3,5,1
A0971109,3,5,1
A0971110,3,5,1
A0971113,3,5,1
A0971116,3,5,.
A0971117,3,5,1
A0971119,3,5,.
A0971120,3,5,.
A0971122,3,5,1
A0971123,3,5,.
A0971125,3,5,.
A0971126,3,5,1
A0971127,3,5,1
A0971132,1,.,.
A0971133,3,5,1
A0971134,3,5,1
A0971136,3,5,1
A0971138,3,6,1
A0971142,3,5,1
A0971144,3,5,1
A0971163,3,5,1
A0971167,3,5,1
A0971174,2,.,.
A0971175,3,5,.
A0971176,3,5,1
A0971186,3,3,1
A0971189,3,5,1
A0971190,3,5,1
A0971192,3,5,1
A0971195,3,5,1
A0971197,3,5,1
A0971198,3,5,1
A0971208,3,5,1
A0971209,3,5,1
A0971212,3,5,1
A0971223,3,5,1
A0971227,1,.,.
A0971228,3,5,1
A0971232,2,.,.
A0971236,3,3,1
A0971239,3,5,1
A0971241,3,5,1
A0971246,3,5,1
A0971248,3,5,1
A0971250,3,5,1
A0971263,3,5,1
A0971265,3,5,.
A0971266,2,.,.
A0971268,3,5,1
A0971269,3,5,1
A0971270,3,2,.
A0971273,2,.,.
A0971282,3,5,1
A0971295,3,5,1
A0971299,3,5,1
A0971304,2,.,.
A0971311,3,5,1
A0971312,3,5,1
A0971316,3,5,1
A0971322,3,5,1
A0971329,1,.,.
A0971333,1,.,.
A0971334,3,5,1
A0971335,3,3,.
A0971336,1,.,.
A0971337,3,5,1
A0971338,3,5,.
A0971347,3,5,1
A0971353,3,5,1
A0971354,3,2,.
A0971365,3,5,1
A0971366,3,5,1
A0971367,3,5,1
A0971381,3,5,1
A0971397,3,5,1
A0971405,3,5,.
A0971407,3,5,1
A0971409,3,5,1
A0971412,3,5,1
A0971413,3,2,1
A0971414,3,5,1
A0971418,3,5,1
A0971419,2,.,.
A0971427,3,3,.
A0971428,3,5,.
A0971429,3,5,.
A0971431,3,3,1
A0971437,3,5,.
A0971441,3,5,1
A0971442,3,5,1
A0971443,3,2,1
A0971444,1,.,.
A0971445,3,2,.
A0971448,3,3,.
A0971450,3,5,1
A0971453,1,.,.
A0971455,3,5,1
A0971456,3,5,1
A0971457,3,2,.
A0971460,3,7,.
A0971461,1,.,.
A0971466,3,5,1
A0971467,3,5,1
A0971468,3,5,1
A0971474,3,5,1
A0971475,2,.,.
A0971478,1,.,.
A0971479,3,5,1
A0971480,3,5,.
A0971483,3,5,1
A0971486,3,5,1
A0971487,3,2,.
A0971488,3,5,.
A0971490,3,7,1
A0971497,3,5,.
A0971498,3,5,1
A0971500,3,2,1
A0971501,3,5,.
A0971502,3,5,1
A0971503,1,.,.
A0971507,3,5,1
A0971508,3,5,1
A0971513,3,5,1
A0971521,3,5,.
A0971522,2,.,.
A0971524,3,5,1
A0971529,2,.,.
A0971535,3,5,1
A0971537,3,5,1
A0971538,3,5,1
A0971541,3,5,1
A0971543,3,8,1
A0971547,3,5,.
A0971550,3,5,1
A0971552,3,5,1
A0971558,3,3,1
A0971559,3,3,.
A0971560,3,5,1
A0971563,3,3,.
A0971568,3,5,1
A0971570,3,5,.
A0971571,3,5,1
A0971574,3,2,.
A0971575,1,.,.
A0971581,3,5,1
A0971582,3,2,1
A0971586,1,.,.
A0971595,3,5,1
A0971597,3,5,1
A0971598,3,2,.
A0971600,3,5,1
A0971603,3,5,1
A0971605,1,.,.
A0971606,1,.,.
A0971613,3,5,1
A0971615,3,5,1
A0971616,1,.,.
A0971621,3,5,1
A0971622,3,5,1
A0971639,3,5,.
A0971647,3,5,.
A0971650,2,.,.
A0971651,1,.,.
A0971652,1,.,.
A0971654,3,5,1
A0971655,3,5,1
A0971656,3,5,1
A0971657,3,5,.
A0971660,1,.,.
A0971661,3,5,1
A0971662,3,2,.
A0971664,3,5,1
A0971665,3,5,1
A0971666,1,.,.
A0971667,3,5,.
A0971675,3,5,1
A0971677,3,2,.
A0971680,3,5,1
A0971684,3,5,1
A0971688,3,5,1
A0971690,3,5,1
A0971691,3,5,1
A0971692,3,5,1
A0971693,3,5,1
A0971697,3,5,1
A0971698,3,5,1
A0971700,1,.,.
A0971706,3,2,1
A0971708,3,7,.
A0971711,3,5,1
A0971720,3,2,.
A0971722,2,.,.
A0971723,2,.,.
A0971724,3,5,1
A0971726,3,5,.
A0971729,1,.,.
A0971731,3,5,1
A0971733,3,5,.
A0971739,1,.,.
A0971743,1,.,.
A0971747,3,5,1
A0971748,3,5,1
A0971751,1,.,.
A0971752,3,5,.
A0971753,1,.,.
A0971754,1,.,.
A0971755,1,.,.
A0971756,1,.,.
A0971762,3,5,1
A0971763,3,5,1
A0971764,3,5,1
A0971769,3,5,.
A0971770,1,.,.
A0971775,3,5,1
A0971778,3,3,.
A0971780,3,5,.
A0971781,3,5,.
A0971782,3,2,1
A0971784,1,.,.
A0971785,3,5,1
A0971786,1,.,.
A0971788,3,5,1
A0971790,1,.,.
A0971792,3,6,1
A0971794,3,5,.
A0971795,3,5,.
A0971798,3,2,.
A0971799,2,.,.
A0971800,3,5,.
A0971801,3,2,.
A0971802,1,.,.
A0971804,3,5,.
A0971805,1,.,.
A0971811,3,5,1
A0971813,3,2,.
A0971815,3,5,.
A0971818,3,3,1
A0971819,1,.,.
A0971821,2,.,.
A0971824,3,5,1
A0971830,3,2,1
A0971831,3,5,.
A0971838,1,.,.
A0971840,3,5,.
A0971844,3,5,1
A0971852,2,.,.
A0971855,3,5,1
A0971857,1,.,.
A0971865,1,.,.
A0971877,3,5,.
A0971879,3,5,1
A0971880,3,5,1
A0971883,3,5,.
A0971884,3,5,1
A0971885,2,.,.
A0971887,3,5,1
A0971888,3,5,.
A0971890,3,5,1
A0971896,3,5,.
A0971898,3,5,.
A0971901,3,3,1
A0971902,3,5,1
A0971904,3,3,1
A0971907,3,3,.
A0971908,3,7,.
A0971912,3,5,1
A0971917,2,.,.
A0971928,3,5,.
A0971939,3,5,1
A0971940,1,.,.
A0971942,2,.,.
A0971946,2,.,.
A0971947,3,5,1
A0971950,3,5,.
A0971955,3,5,.
A0971956,1,.,.
A0971958,1,.,.
A0971959,3,5,1
A0971960,1,.,.
A0971961,3,3,1
A0971966,3,5,1
A0971972,3,5,1
A0971977,3,5,1
A0971985,3,5,1
A0971987,3,5,1
A0971988,3,5,1
A0971994,3,5,1
A0990011,1,.,.
A0990014,1,.,.
A0990016,3,2,.
A0990024,2,.,.
A0990028,1,.,.
A0990034,1,.,.
A0990036,1,.,.
A0990047,3,2,.
A0990048,1,.,.
A0990063,1,.,.
A0990069,3,4,.
A0990070,1,.,.
A0990071,1,.,.
A0990075,1,.,.
A0990079,1,.,.
A0990082,1,.,.
A0990084,1,.,.
A0990088,3,2,.
A0990089,1,.,.
A0990095,1,.,.
A0990098,1,.,.
A0990099,2,.,.
A0990100,1,.,.
A0990101,2,.,.
A0990106,2,.,.
A0990107,1,.,.
A0990109,2,.,.
A0990112,2,.,.
A0990115,1,.,.
A0990124,1,.,.
A0990126,1,.,.
A0990128,1,.,.
A0990131,1,.,.
A0990132,1,.,.
A0990134,1,.,.
A0990135,2,.,.
A0990136,1,.,.
A0990138,1,.,.
A0990140,1,.,.
A0990141,1,.,.
A0992002,2,.,.
A0992003,1,.,.
A0992008,3,5,.
A0992014,1,.,.
A0992015,1,.,.
A0992016,1,.,.
A0992019,1,.,.
A0992026,1,.,.
A0992027,1,.,.
A0992038,1,.,.
A0992040,3,5,.
A0992042,3,5,1
A0992047,2,.,.
A0992049,3,5,1
A0992050,1,.,.
A0992051,3,2,.
A0992053,3,5,.
A0992054,1,.,.
A0992059,2,.,.
A0992060,1,.,.
A0992062,2,.,.
A0992063,1,.,.
A0992066,1,.,.
A0992067,1,.,.
A1100002,3,4,1
A1100005,1,.,.
A1100006,1,.,.
A1100011,3,5,1
A1100016,1,.,.
A1100017,1,.,.
A1100019,3,2,.
A1100021,2,.,.
A1100024,3,2,1
A1100025,1,.,.
A1100026,1,.,.
A1100027,3,2,1
A1100028,1,.,.
A1100032,1,.,.
A1100037,3,2,.
A1100045,2,.,.
A1100046,2,.,.
A1100050,3,2,.
A1100052,1,.,.
A1100053,1,.,.
A1100054,2,.,.
A1100059,3,7,.
A1100062,3,2,.
A1100063,1,.,.
A1100066,1,.,.
A1100080,1,.,.
A1100082,1,.,.
A1100086,1,.,.
A1100087,1,.,.
A1100088,1,.,.
A1100097,3,3,.
A1100104,3,2,1
A1100110,1,.,.
A1100113,3,8,1
A1100115,1,.,.
A1100116,3,2,1
A1100127,1,.,.
A1100137,3,2,.
A1100144,1,.,.
A1100147,1,.,.
A1100150,1,.,.
A1100161,3,2,.
A1100172,3,2,.
A1100173,1,.,.
A1100174,3,11,1
A1100179,3,3,1
A1100186,1,.,.
A1100197,3,2,.
A1100198,1,.,.
A1100200,2,.,.
A1100205,3,2,1
A1100209,3,2,1
A1100213,3,3,1
A1100215,3,3,.
A1100218,3,2,.
A1100220,2,.,.
A1100221,2,.,.
A1100226,3,3,1
A1100230,2,.,.
A1100236,3,5,.
A1100240,1,.,.
A1100241,1,.,.
A1100246,1,.,.
A1100251,3,3,1
A1100252,3,5,.
A1100253,2,.,.
A1100257,1,.,.
A1100265,1,.,.
A1100281,1,.,.
A1100294,2,.,.
A1100304,2,.,.
A1100305,2,.,.
A1100308,1,.,.
A1100320,1,.,.
A1100331,3,2,1
A1100338,2,.,.
A1100345,1,.,.
A1100348,3,2,.
A1100352,1,.,.
A1100355,1,.,.
A1100375,3,3,1
A1100377,3,2,.
A1100382,1,.,.
A1100393,1,.,.
A1100396,1,.,.
A1100399,2,.,.
A1100402,1,.,.
A1100410,2,.,.
A1100411,1,.,.
A1100414,3,5,.
A1100415,3,3,1
A1100416,3,5,.
A1100417,1,.,.
A1100419,3,5,.
A1100420,1,.,.
A1100421,2,.,.
A1100422,1,.,.
A1100423,3,5,.
A1100424,3,5,.
A1100425,1,.,.
A1100426,1,.,.
A1100429,3,3,1
A1100430,1,.,.
A1100432,1,.,.
A1100433,1,.,.
A1100435,1,.,.
A1100437,1,.,.
A1100438,1,.,.
A1100439,3,5,.
A1100444,3,3,.
A1100445,2,.,.
A1100448,1,.,.
A1100450,1,.,.
A1100451,3,2,.
A1100459,3,2,1
A1100463,1,.,.
A1100464,1,.,.
A1100465,1,.,.
A1100469,1,.,.
A1100473,1,.,.
A1100476,1,.,.
A1100479,3,2,1
A1100480,1,.,.
A1100483,1,.,.
A1100484,2,.,.
A1100486,1,.,.
A1100491,2,.,.
A1100492,1,.,.
A1100508,1,.,.
A1100509,1,.,.
A1100510,1,.,.
A1100515,1,.,.
A1100532,1,.,.
A1100539,2,.,.
A1100542,2,.,.
A1100553,1,.,.
A1100555,1,.,.
A1100557,2,.,.
A1100568,2,.,.
A1100569,1,.,.
A1100573,2,.,.
A1100574,1,.,.
A1100575,2,.,.
A1100576,2,.,.
A1100587,1,.,.
A1100596,2,.,.
A1100598,1,.,.
A1100603,1,.,.
A1100604,1,.,.
A1100606,3,2,1
A1100611,2,.,.
A1100617,3,2,.
A1100619,1,.,.
A1100621,1,.,.
A1100622,1,.,.
A1100624,1,.,.
A1100630,2,.,.
A1100631,3,2,.
A1100638,3,2,1
A1100639,2,.,.
A1100641,1,.,.
A1100645,2,.,.
A1100646,3,2,.
A1100649,3,2,.
A1100650,1,.,.
A1100652,1,.,.
A1100653,1,.,.
A1100654,3,5,.
A1100659,2,.,.
A1100660,3,5,1
A1100662,1,.,.
A1100663,1,.,.
A1100666,1,.,.
A1100670,1,.,.
A1100671,3,5,.
A1100673,3,5,.
A1100675,1,.,.
A1100679,2,.,.
A1100688,1,.,.
A1100691,2,.,.
A1100693,1,.,.
A1100696,3,5,.
A1100697,1,.,.
A1100700,1,.,.
A1100701,2,.,.
A1100702,2,.,.
A1100703,1,.,.
A1100712,1,.,.
A1100713,1,.,.
A1100715,1,.,.
A1100717,2,.,.
A1100718,2,.,.
A1100721,1,.,.
A1100731,3,2,.
A1100736,3,5,.
A1100739,2,.,.
A1100741,1,.,.
A1100742,2,.,.
A1100744,1,.,.
A1100745,1,.,.
A1100746,3,5,.
A1100749,1,.,.
A1100750,3,5,.
A1100756,1,.,.
A1100757,2,.,.
A1100758,3,2,.
A1100760,1,.,.
A1100761,1,.,.
A1100764,1,.,.
A1100765,2,.,.
A1100766,3,2,.
A1100770,1,.,.
A1100773,1,.,.
A1100795,2,.,.
A1100805,2,.,.
A1100811,1,.,.
A1100812,2,.,.
A1100821,1,.,.
A1100824,1,.,.
A1100829,1,.,.
A1100834,3,2,.
A1100865,3,3,1
A1100867,2,.,.
A1100875,2,.,.
A1100883,1,.,.
A1100892,1,.,.
A1100895,3,2,.
A1100901,3,2,.
A1100902,3,3,1
A1100903,2,.,.
A1100922,1,.,.
A1100924,1,.,.
A1100925,1,.,.
A1100941,2,.,.
A1100942,1,.,.
A1100946,1,.,.
A1100950,1,.,.
A1100963,1,.,.
A1100968,1,.,.
A1100972,1,.,.
A1100973,1,.,.
A1100975,3,3,1
A1100976,1,.,.
A1100979,1,.,.
A1100980,1,.,.
A1100981,1,.,.
A1100982,1,.,.
A1100984,1,.,.
A1100989,3,5,.
A1100993,1,.,.
A1100994,2,.,.
A1101002,1,.,.
A1101006,1,.,.
A1101009,1,.,.
A1101011,3,3,.
A1101016,3,5,.
A1101019,3,3,.
A1101024,1,.,.
A1101031,3,2,.
A1101038,1,.,.
A1101039,1,.,.
A1101041,1,.,.
A1101043,1,.,.
A1101044,3,3,.
A1101045,1,.,.
A1101048,1,.,.
A1101051,1,.,.
A1101056,3,2,1
A1101057,1,.,.
A1101059,1,.,.
A1101060,1,.,.
A1101062,1,.,.
A1101063,1,.,.
A1101070,1,.,.
A1101071,1,.,.
A1101072,1,.,.
A1101073,1,.,.
A1101075,1,.,.
A1101077,1,.,.
A1101085,1,.,.
A1101093,1,.,.
A1101096,1,.,.
A1101098,1,.,.
A1101101,1,.,.
A1101109,2,.,.
A1101112,1,.,.
A1101118,1,.,.
A1101123,2,.,.
A1101128,1,.,.
A1101130,1,.,.
A1101131,1,.,.
A1101135,3,4,1
A1101140,1,.,.
A1101141,1,.,.
